"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","ic","Q1","att_1","att_2","comp_1","comp_2","auto_1","auto_1_ad","ad_1","resp_software1_10","resp_human1_10","liable_firm1_1","liable_human1_1","liab_text1","comp_3","co_1","co_1_ad","ad_2","resp_software2_10","resp_human2_10","liab_firm2_1","liab_human2_1","liab_text2","comp_4","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","license","ai_knowledge_1","PROLIFIC_PID"
"2023-10-23 12:18:53","2023-10-23 12:35:04","0","Anonymized","100","971","1","2023-10-23 12:35:05","R_3dWileTsJVTlc0f","","","","","Anonymized","Anonymized","anonymous","EN","1","62955258842f22e4226764de","2","2","2","4","","","","","","","","","","4","","","60","75","62","75","its a co-pilot but the human driver is still the one at the wheel and responsible to be paying attention and this kind of tech is new so think for sure mostly drivers fault","1","1","","3","","41","3","","1","55","62955258842f22e4226764de"
"2023-10-23 12:29:14","2023-10-23 12:35:08","0","Anonymized","100","353","1","2023-10-23 12:35:08","R_10T8C6ggJfNKhnD","","","","","Anonymized","Anonymized","anonymous","EN","1","598262809dfc3e00011d7f99","2","2","2","4","","6","1","0","100","0","100","The driver is always responsible you can't trust a machine to drive it's way to dangous","2","","","","","","","","","","2","","5","","45","3","","1","32","598262809dfc3e00011d7f99"
"2023-10-23 12:25:40","2023-10-23 12:35:10","0","Anonymized","100","569","1","2023-10-23 12:35:10","R_2huRbPgfkT6WEnv","","","","","Anonymized","Anonymized","anonymous","EN","1","5dd3e5b66d52253c0e37e402","2","2","2","4","","","","","","","","","","5","","","80","36","81","37","The human should know better, but the human was trusting the copilot. The company that made it indicated that you should be able to trust it, and the copilot missed the sign.","1","2","","3","","51","4","","2","10","5dd3e5b66d52253c0e37e402"
"2023-10-23 12:31:41","2023-10-23 12:35:15","0","Anonymized","100","213","1","2023-10-23 12:35:16","R_2QJsaSvuUZibMOi","","","","","Anonymized","Anonymized","anonymous","EN","1","62c4b2239cc3b1f5f6194362","2","2","2","4","5","","","70","70","60","75","The accident was largely responsible due to driver error unless the auto pilot was providing full automation.","3","","","","","","","","","","1","","2","","36","4","","1","40","62c4b2239cc3b1f5f6194362"
"2023-10-23 12:20:44","2023-10-23 12:35:18","0","Anonymized","100","873","1","2023-10-23 12:35:19","R_9R0EYd7Hzu5UmWd","","","","","Anonymized","Anonymized","anonymous","EN","1","63d79678fb8c1b9072646c0a","2","2","2","4","","4","1","20","93","20","99","Based on what I thought the Aeon vehicle was responsible for as far as driving tasks?  I believe I chose the option that the human should be responsible for the keeping an eye on the environment around them.  So in this instance the human would be responsible for this accident because it was their primary duty to pay attention to the goings on of other drivers.","2","","","","","","","","","","2","","3","","50","3","","2","10","63d79678fb8c1b9072646c0a"
"2023-10-23 12:30:14","2023-10-23 12:35:28","0","Anonymized","100","313","1","2023-10-23 12:35:29","R_2P22OOnpJcKGSei","","","","","Anonymized","Anonymized","anonymous","EN","1","6139aed4f23d087290d96200","2","2","1","4","","","","","","","","","","","4","1","51","52","67","70","I feel a bit torn because I feel like the company system should have protected him from getting in the accident. But I also feel that he should have been paying attention to the road of course so I have mixed feelings","1","2","","1","","29","1","","1","33","6139aed4f23d087290d96200"
"2023-10-23 12:23:47","2023-10-23 12:35:29","0","Anonymized","100","701","1","2023-10-23 12:35:30","R_POqRuP4bTVqkS2d","","","","","Anonymized","Anonymized","anonymous","EN","1","64048e346a45d078131b49df","2","1","2","4","","","","","","","","","","","5","1","70","100","50","100","The Human driver is more liable , just because there is an AI copilot doent means you should ignore your ethics in driving. The AI is a system and can fail, glitch or have technical issues. So it should never be a 100% safer option. Knowing this human driver must be vigilant of anything.","1","1","","3","","78","5","","1","40","64048e346a45d078131b49df"
"2023-10-23 12:31:56","2023-10-23 12:35:31","0","Anonymized","100","214","1","2023-10-23 12:35:32","R_2TERBXuL0SYluqn","","","","","Anonymized","Anonymized","anonymous","EN","1","609c6cc79875c8f0ba5d2242","2","2","1","4","5","","","51","51","51","51","I think they are both equally liable (company and driver) unless the directions on the autopilot clearly state that the driver needs to be alert and in control at all times.","2","","","","","","","","","","2","","3","","62","5","","1","64","609c6cc79875c8f0ba5d2242"
"2023-10-23 12:31:11","2023-10-23 12:35:38","0","Anonymized","100","267","1","2023-10-23 12:35:39","R_Ddd102GlSxypmgh","","","","","Anonymized","Anonymized","anonymous","EN","1","63eab29693a6eb7fd0174010","2","2","2","4","","","","","","","","","","","5","1","68","92","73","100","I think they are both responsible. The human is responsible because he wasn't paying attention and he was showing signs of being an irresponsible driver. The Aeon company is responsible because the copilot technology has failed. The car didn't behave in a way that was expected. ","2","3","","1","","31","3","","1","11","63eab29693a6eb7fd0174010"
"2023-10-23 12:28:14","2023-10-23 12:35:40","0","Anonymized","100","446","1","2023-10-23 12:35:41","R_3Mg60p51JNa5oyo","","","","","Anonymized","Anonymized","anonymous","EN","1","62def0e20f5de21c88a7ffe7","2","2","2","4","3","","","100","100","100","100","I feel the company and the human driver are both equally responsible. As a human driver your eyes should always be on the road and for the company if your vehicle cant recognize a stop sign then that vehicle shouldn't be on the road.","2","","","","","","","","","","1","","1","","30","4","","1","60","62def0e20f5de21c88a7ffe7"
"2023-10-23 12:26:17","2023-10-23 12:35:40","0","Anonymized","100","562","1","2023-10-23 12:35:41","R_1im0oGiZPFMvoGw","","","","","Anonymized","Anonymized","anonymous","EN","1","6010d8a55ccbc64789fcbd03","2","2","3","4","2","","","54","54","54","55","I think that both are liable but Aeon moreso because they give the impression that the driver should be fully educated on the functions of the car. This is an oblique assumption and allows for more features to introduce tangential conflicts with the error that may or may not have impacted the core problem that resulted in the crash. Like airbag ratings there should be a trade with the company to constantly be involved in finding common errors that engage with more than one point of interaction instead of one frame of reference.","2","","","","","","","","","","3","","3","","34","4","","2","64","6010d8a55ccbc64789fcbd03"
"2023-10-23 12:29:33","2023-10-23 12:35:40","0","Anonymized","100","367","1","2023-10-23 12:35:41","R_11XASmEW6uodvWO","","","","","Anonymized","Anonymized","anonymous","EN","1","5bf5aa89d944c300012634cc","2","2","2","4","","","","","","","","","","","4","1","55","65","62","65","I feel the driver is more liable for looking down at a phone.","1","1","","4","","32","3","","1","26","5bf5aa89d944c300012634cc"
"2023-10-23 12:29:33","2023-10-23 12:35:40","0","Anonymized","100","367","1","2023-10-23 12:35:41","R_1gvHpcLcuvN1aCY","","","","","Anonymized","Anonymized","anonymous","EN","1","633b7b6e5d73a6fb05e2e003","2","2","2","4","","4","1","63","100","61","100","The human driver is responsible.  He is behind the wheel of the vehicle.  This is what happens when you have cars that are on autopilot, and there is a accident, so you blame the autopilot?  No, it's the human that sits in the driver's seat.  Automation on roads is not right.","3","","","","","","","","","","1","","3","","50","4","","1","12","633b7b6e5d73a6fb05e2e003"
"2023-10-23 12:31:57","2023-10-23 12:35:46","0","Anonymized","100","228","1","2023-10-23 12:35:46","R_29iclraUUElJNmT","","","","","Anonymized","Anonymized","anonymous","EN","1","62827cc2060eb59b34d49201","2","2","2","4","","5","1","90","10","90","10","The car was on autopilot so Aeon's system should have detected the stop sign.","2","","","","","","","","","","2","","3","","51","3","","1","5","62827cc2060eb59b34d49201"
"2023-10-23 12:30:26","2023-10-23 12:35:56","0","Anonymized","100","330","1","2023-10-23 12:35:57","R_3dKSSGuKOHsbCD0","","","","","Anonymized","Anonymized","anonymous","EN","1","5fb84d9d8a35c11bd4896a47","2","2","2","4","","6","1","100","60","100","100","While the man driving should be looking, what is the point of an autopilot feature if you can't let it autopilot? He looked down, most likely entrusting the system to protect him, and it failed. The company is at fault.","2","","","","","","","","","","2","","3","","22","3","","1","25","5fb84d9d8a35c11bd4896a47"
"2023-10-23 12:26:32","2023-10-23 12:35:57","0","Anonymized","100","565","1","2023-10-23 12:35:58","R_3G2DvA4P0VTK2NP","","","","","Anonymized","Anonymized","anonymous","EN","1","5f0a768d79e052185602759b","2","2","1","4","","","","","","","","","","3","","","31","71","30","71","The human himself looked down at the text message, when he didn't have to. Him looking down at the text was his own fault and that distracted him.","1","2","","2","","28","4","","2","51","5f0a768d79e052185602759b"
"2023-10-23 12:25:40","2023-10-23 12:36:00","0","Anonymized","100","619","1","2023-10-23 12:36:01","R_aWZpe3cqaXgSATL","","","","","Anonymized","Anonymized","anonymous","EN","1","57541379f5000a0006b06ab4","2","2","2","4","","","","","","","","","","","4","1","47","61","58","60","I think the human is more responsible, but only barely. Aeon was only the co-pilot, so the onus falls on the human, who should be in charge, to pay attention so as not to run a stop sign. ","1","2","","3","","68","1","","1","1","57541379f5000a0006b06ab4"
"2023-10-23 12:31:07","2023-10-23 12:36:06","0","Anonymized","100","299","1","2023-10-23 12:36:07","R_2WYIKsFrCm9XmtQ","","","","","Anonymized","Anonymized","anonymous","EN","1","5f4966420471864c5533666f","2","2","2","4","4","","","30","82","66","72","the company is more liable for the accident","2","","","","","","","","","","1","","3","","26","4","","1","26","5f4966420471864c5533666f"
"2023-10-23 12:33:44","2023-10-23 12:36:15","0","Anonymized","100","151","1","2023-10-23 12:36:16","R_12DeOw74AKT7fpH","","","","","Anonymized","Anonymized","anonymous","EN","1","5c27e76978fad500019328cc","2","2","2","4","","6","1","98","5","100","0","Since the autopilot mode was turned on, it should bear responsibility for what occurred.","2","","","","","","","","","","1","","3","","39","5","","1","45","5c27e76978fad500019328cc"
"2023-10-23 12:05:41","2023-10-23 12:36:18","0","Anonymized","100","1836","1","2023-10-23 12:36:19","R_1NfPr9hWSkYKWta","","","","","Anonymized","Anonymized","anonymous","EN","1","59894fbbda239a0001fb8e16","2","2","2","4","","","","","","","","","","4","","","65","41","70","39","THE DRIVER TURNED IT ON","1","2","","3","","63","2","","1","22","59894fbbda239a0001fb8e16"
"2023-10-23 12:29:58","2023-10-23 12:36:19","0","Anonymized","100","380","1","2023-10-23 12:36:20","R_2fj1jARbwHVmcue","","","","","Anonymized","Anonymized","anonymous","EN","1","642cf63e7ce91bf42e9a1f32","2","2","1","4","","","","","","","","","","5","","","73","63","64","67","The liability for the accident depends on the specific circumstances of the incident, including factors like the actions of the human driver, the condition of the vehicle, and the technology provided by Aeon. A thorough investigation would be necessary to determine the primary party at fault.","1","1","","1","","62","4","","1","67","642cf63e7ce91bf42e9a1f32"
"2023-10-23 12:31:56","2023-10-23 12:36:28","0","Anonymized","100","272","1","2023-10-23 12:36:29","R_2zpaiBTLCh1kMSs","","","","","Anonymized","Anonymized","anonymous","EN","1","6107fc49a32960d2683676fc","2","2","1","4","5","","","80","20","80","20","I think the company is more responsible. It should be always alert.","3","","","","","","","","","","2","","3","","47","3","","1","41","6107fc49a32960d2683676fc"
"2023-10-23 12:30:31","2023-10-23 12:36:31","0","Anonymized","100","360","1","2023-10-23 12:36:32","R_3LjtvSvdC3lZpzE","","","","","Anonymized","Anonymized","anonymous","EN","1","6323c66923b89b0a73b205c7","2","2","2","4","","3","1","100","0","100","0","Because AI and Automated Cars are both abominations. Any company developing them should automatically be held liable for all damages when their products are involved.","2","","","","","","","","","","1","","3","","36","3","","1","66","6323c66923b89b0a73b205c7"
"2023-10-23 12:33:04","2023-10-23 12:36:35","0","Anonymized","100","210","1","2023-10-23 12:36:35","R_1giq3QWsOedVfRI","","","","","Anonymized","Anonymized","anonymous","EN","1","63d13e2a6dd3ec4a5f6bff7b","2","2","2","4","","","","","","","","","","","5","1","10","91","50","100","The Human driver is more liable. Sure, the copilot SHOULD kick in, but expecting it and taking part in a dangerous activity while driving, especially one that is technically illegal is never ok, even with a safety net.","1","1","","3","","32","3","","1","29","63d13e2a6dd3ec4a5f6bff7b"
"2023-10-23 12:34:28","2023-10-23 12:36:36","0","Anonymized","100","127","1","2023-10-23 12:36:37","R_1KpRvJdhMk68GzD","","","","","Anonymized","Anonymized","anonymous","EN","1","5d474d1fab2d280015bb0110","2","2","2","4","","5","1","65","90","28","94","The human is liable because he owns the vehicle.","2","","","","","","","","","","1","","2","","34","7","","1","37","5d474d1fab2d280015bb0110"
"2023-10-23 12:29:24","2023-10-23 12:36:39","0","Anonymized","100","434","1","2023-10-23 12:36:40","R_2f2HwMUgCvwHXM0","","","","","Anonymized","Anonymized","anonymous","EN","1","59d52d7821977e0001d63082","2","2","2","4","","","","","","","","","","4","","","100","10","100","40","Whay have a Co-Pilot susyem if it relies on the human as where the ""buck stops?"" If that is the bottom line, scrap the CO and just have a human pilot.","2","2","","3","","65","2","","1","85","59d52d7821977e0001d63082"
"2023-10-23 12:32:08","2023-10-23 12:36:42","0","Anonymized","100","274","1","2023-10-23 12:36:43","R_3nAE39EvPBEyioo","","","","","Anonymized","Anonymized","anonymous","EN","1","62b0cd459238d178b6300581","2","2","1","4","","","","","","","","","","","3","1","68","94","68","33","A recent decision by the National Transportation Safety Board (NTSB) on the March 2018 Uber crash that killed a pedestrian in Arizona split ","1","1","","3","","25","4","","1","33","62b0cd459238d178b6300581"
"2023-10-23 12:33:29","2023-10-23 12:36:46","0","Anonymized","100","197","1","2023-10-23 12:36:47","R_ZmcLHNSPziLK77P","","","","","Anonymized","Anonymized","anonymous","EN","1","5c3517a567013e0001eff811","2","2","2","4","","","","","","","","","","4","","","83","100","81","100","They company put in the copilot to take control so if it fails that is company liability. However, humans should never trust machines to do their jobs.","1","2","","3","","41","4","","1","41","5c3517a567013e0001eff811"
"2023-10-23 12:32:39","2023-10-23 12:36:51","0","Anonymized","100","251","1","2023-10-23 12:36:52","R_yISxRqlDrIWsF9L","","","","","Anonymized","Anonymized","anonymous","EN","1","64415cccab771017a37d3d93","2","2","2","4","4","","","52","89","50","90","this is a tough one....he's negligent for looking down at a text, and if it was really ""just for a second"" he would have never blew through a stop sign.  But something that simple, should have beeen picked up by the auto pilot car, you'd think","2","","","","","","","","","","1","","3","","44","4","","1","13","64415cccab771017a37d3d93"
"2023-10-23 12:34:18","2023-10-23 12:36:55","0","Anonymized","100","156","1","2023-10-23 12:36:55","R_1YxeliXYY7YtxJv","","","","","Anonymized","Anonymized","anonymous","EN","1","63c40b98533b26ec941005c3","2","2","2","4","","","","","","","","","","2","","","78","33","64","75","they made the machine so they have to own u to it","2","1","","3","","26","7","","1","67","63c40b98533b26ec941005c3"
"2023-10-23 12:27:31","2023-10-23 12:36:56","0","Anonymized","100","564","1","2023-10-23 12:36:56","R_AyDBm0BDtiLLNrX","","","","","Anonymized","Anonymized","anonymous","EN","1","62d22695270242b5b620ba4f","2","2","2","4","5","","","99","80","90","85","I think the company is more responsible because they are advertising their technology as autopilot which shouldn't require a level of diligent attention. This is one of the primary features of that technology. So when it fails to do that, it is their fault.","2","","","","","","","","","","1","","3","","48","3","","1","13","62d22695270242b5b620ba4f"
"2023-10-23 12:34:45","2023-10-23 12:36:56","0","Anonymized","100","130","1","2023-10-23 12:36:56","R_1dz8crTsjMJBkQW","","","","","Anonymized","Anonymized","anonymous","EN","1","62b351e5ffccd9a25a047464","2","2","1","4","","3","1","84","32","71","27","The trust afforded to Aeon autopilot is due to their vastly lower advertised accident rate. If an accident occurs while they are switched on, they need to be held accountable.","2","","","","","","","","","","2","","2","","33","4","","1","46","62b351e5ffccd9a25a047464"
"2023-10-23 12:32:04","2023-10-23 12:36:58","0","Anonymized","100","293","1","2023-10-23 12:36:59","R_7Wcf1nmUsic3uHT","","","","","Anonymized","Anonymized","anonymous","EN","1","63f564152b3caf8fc0a69dcf","2","2","2","4","","4","1","51","51","51","51","I think they are both somewhat responsible. But honestly, I would like more info to make an informed decision.","2","","","","","","","","","","2","","3","","54","2","","1","30","63f564152b3caf8fc0a69dcf"
"2023-10-23 12:32:43","2023-10-23 12:37:00","0","Anonymized","100","256","1","2023-10-23 12:37:00","R_22ogFjBUPIBQSPu","","","","","Anonymized","Anonymized","anonymous","EN","1","63f7a3efa5b4d0027e3185f0","2","2","2","4","","","","","","","","","","6","","","100","100","50","100","I think the human driver is still responsible for the accident because there should still be attention paid at certain points such as stop lights. ","1","1","","3","","40","3","","1","60","63f7a3efa5b4d0027e3185f0"
"2023-10-23 12:31:18","2023-10-23 12:37:02","0","Anonymized","100","344","1","2023-10-23 12:37:03","R_2xV4ms1tHAxINXc","","","","","Anonymized","Anonymized","anonymous","EN","1","5d7ff4aa50fda7001a863736","2","2","2","4","","","","","","","","","","","4","1","90","50","85","51","I believe Aeon is more responsible because the company marketed their cars as more competent and safer than a human driver. The human driver should have been paying attention as well, but it's understandable that he got comfortable because he relied on the car by Aeon to be safe and not crash by failing to notice a stop sign which should be simple.","1","2","","1","","24","1","","1","20","5d7ff4aa50fda7001a863736"
"2023-10-23 12:33:12","2023-10-23 12:37:08","0","Anonymized","100","235","1","2023-10-23 12:37:08","R_efxhrSCQh1f9C4F","","","","","Anonymized","Anonymized","anonymous","EN","1","60fcfac5e20edfa3acdc87e0","2","2","2","4","5","","","59","82","69","80","While the company does have some liability for the error that caused the accident, the human should have been more aware and should have been paying attention.","2","","","","","","","","","","2","","3","","27","4","","1","58","60fcfac5e20edfa3acdc87e0"
"2023-10-23 12:34:39","2023-10-23 12:37:09","0","Anonymized","100","150","1","2023-10-23 12:37:10","R_b8vpyZOHUztvaut","","","","","Anonymized","Anonymized","anonymous","EN","1","62a785aaf80843c6625599ca","2","2","2","4","","","","","","","","","","","3","1","60","70","60","70","Mostly the human driver because they should still be responsible for paying attention.","1","1","","2","","41","3","","1","40","62a785aaf80843c6625599ca"
"2023-10-23 12:30:35","2023-10-23 12:37:12","0","Anonymized","100","397","1","2023-10-23 12:37:13","R_1n7usYGFgvfWhDR","","","","","Anonymized","Anonymized","anonymous","EN","1","64b3ebc9ad6778799f835dcb","2","2","2","4","4","","","51","50","100","51","because the car is made to self drive so when the human is not alert the machine is supposed to be alert i believe the company forgot to add something to the machine which caused this accident","2","","","","","","","","","","2","","1","","36","1","","1","30","64b3ebc9ad6778799f835dcb"
"2023-10-23 12:33:31","2023-10-23 12:37:19","0","Anonymized","100","228","1","2023-10-23 12:37:20","R_1M3BRvyjOfHenTx","","","","","Anonymized","Anonymized","anonymous","EN","1","5d909be93113b700156fcaeb","2","2","2","4","4","","","5","95","10","95","The human driver got distracted and decided to look away from the road. He is the one at fault because he is the one that has a real brain, while the AI is just code and numbers. The AI does not make real decisions, only looks at variables and can miss them. ","2","","","","","","","","","","1","","3","","30","3","","1","70","5d909be93113b700156fcaeb"
"2023-10-23 12:33:18","2023-10-23 12:37:22","0","Anonymized","100","244","1","2023-10-23 12:37:23","R_3m2cW0zcbveE2Pr","","","","","Anonymized","Anonymized","anonymous","EN","1","60fd65868d05ed4ee1b4a504","2","2","2","4","","6","1","100","40","100","40","If the company is advertising itself as being fully automated, the driver shouldn't need to be paying attention.","2","","","","","","","","","","2","","5","","33","4","","1","10","60fd65868d05ed4ee1b4a504"
"2023-10-23 12:32:37","2023-10-23 12:37:33","0","Anonymized","100","295","1","2023-10-23 12:37:33","R_5nbVGCld9HubcCR","","","","","Anonymized","Anonymized","anonymous","EN","1","645906dc264ac9eb66b7f3ec","2","2","2","4","","","","","","","","","","","2","1","90","28","88","29","If the owner of the car switched on the co-pilot function, the company who created it is responsible.","1","2","","3","","49","3","","1","0","645906dc264ac9eb66b7f3ec"
"2023-10-23 12:35:37","2023-10-23 12:37:37","0","Anonymized","100","119","1","2023-10-23 12:37:38","R_3iOK00q858gC5p5","","","","","Anonymized","Anonymized","anonymous","EN","1","5cfd45060dffe10017eb8aad","2","2","2","4","","4","1","75","64","79","73","if the car claims to be self driving they need to be liable just like the person driving","3","","","","","","","","","","2","","3","","28","4","","1","20","5cfd45060dffe10017eb8aad"
"2023-10-23 12:33:39","2023-10-23 12:37:48","0","Anonymized","100","249","1","2023-10-23 12:37:49","R_2QfDaXexlFO2rjL","","","","","Anonymized","Anonymized","anonymous","EN","1","627ea31c91b63d1ddc9ccf19","2","2","2","4","","6","1","100","0","100","0","the driver had set the car to run on autopilot, therefore is not liable nor responsible for the accident.","2","","","","","","","","","","2","","4","","38","4","","1","71","627ea31c91b63d1ddc9ccf19"
"2023-10-23 12:35:34","2023-10-23 12:37:49","0","Anonymized","100","134","1","2023-10-23 12:37:49","R_262RvKzsMGGBgZa","","","","","Anonymized","Anonymized","anonymous","EN","1","63d45a7df8f7c19c1dce7c3d","2","2","1","4","","","","","","","","","","6","","","80","50","80","50","The autopilot was switched on, so the car should have been automated to see the stop sign. ","1","1","","3","","31","3","","1","60","63d45a7df8f7c19c1dce7c3d"
"2023-10-23 12:30:39","2023-10-23 12:38:03","0","Anonymized","100","443","1","2023-10-23 12:38:04","R_8bL6zQUOdwnM7xT","","","","","Anonymized","Anonymized","anonymous","EN","1","6310133b3a2adebb258602bb","2","2","2","4","4","","","93","10","90","20","If it is on auto pilot then the driver should not be liable.","2","","","","","","","","","","1","","3","","50","3","","2","40","6310133b3a2adebb258602bb"
"2023-10-23 12:35:02","2023-10-23 12:38:04","0","Anonymized","100","181","1","2023-10-23 12:38:04","R_2awqkBBQs0N5VGm","","","","","Anonymized","Anonymized","anonymous","EN","1","60858334390f28f5a4fb79d3","2","2","2","4","5","","","35","84","33","93","Even if the car is on autopilot, the driver still needs to pay attention.","3","","","","","","","","","","1","","3","","34","1","","1","15","60858334390f28f5a4fb79d3"
"2023-10-23 12:32:34","2023-10-23 12:38:04","0","Anonymized","100","330","1","2023-10-23 12:38:05","R_2czjSBFZh8ACBEY","","","","","Anonymized","Anonymized","anonymous","EN","1","63c13fcab1eda5bbe034a17c","2","2","2","4","","","","","","","","","","","4","1","100","100","100","100","In this scenario, the human driver is more liable for the accident because, even with the Copilot system engaged, it is the driver's responsibility to remain attentive and ready to take control of the vehicle, and his decision to check his phone constituted distracted driving, contributing to the collision.","1","1","","3","","49","4","","1","89","63c13fcab1eda5bbe034a17c"
"2023-10-23 12:33:10","2023-10-23 12:38:05","0","Anonymized","100","294","1","2023-10-23 12:38:06","R_2QzXKS63SX3919H","","","","","Anonymized","Anonymized","anonymous","EN","1","6234e1b277e7fe207a9ad500","2","2","2","4","","4","1","71","29","74","35","The way I understand it is that Aeon's system was fully in control and failed to see the stop sign so they are responsible.","2","","","","","","","","","","1","","3","","53","2","","1","10","6234e1b277e7fe207a9ad500"
"2023-10-23 12:34:44","2023-10-23 12:38:05","0","Anonymized","100","200","1","2023-10-23 12:38:06","R_1n6jrCnsSzrFc4R","","","","","Anonymized","Anonymized","anonymous","EN","1","62ddd61a0d34cd54cc24da0e","2","2","2","4","","","","","","","","","","","6","1","84","71","20","81","HUMAN SHOULD BE AWARE AT ALL TIMES","1","1","","4","","47","1","","1","7","62ddd61a0d34cd54cc24da0e"
"2023-10-23 12:34:33","2023-10-23 12:38:06","0","Anonymized","100","213","1","2023-10-23 12:38:07","R_1IKmp4lMbi4hgdd","","","","","Anonymized","Anonymized","anonymous","EN","1","629aaa38fdfc8168501b930e","2","2","1","4","","5","1","100","100","100","100","Both are 100% liable. The human wasn't paying attention and the autopilot failed at a basic aspect of it's duties.","2","","","","","","","","","","1","","3","","44","5","","1","24","629aaa38fdfc8168501b930e"
"2023-10-23 12:33:24","2023-10-23 12:38:08","0","Anonymized","100","284","1","2023-10-23 12:38:09","R_0xhRFnt23d8d6St","","","","","Anonymized","Anonymized","anonymous","EN","1","57d6dd8d6598aa000199188b","2","2","2","4","5","","","72","85","74","89","I think for now the human driver is more liable because he should know that self-driving cars aren't totally independent yet. And if he didn't have a self driving car, he would have been liable for the crash because he was distracted.","2","","","","","","","","","","2","","2","","34","4","","1","60","57d6dd8d6598aa000199188b"
"2023-10-23 12:28:38","2023-10-23 12:38:10","0","Anonymized","100","571","1","2023-10-23 12:38:11","R_VKEQuQNKvoK0hHP","","","","","Anonymized","Anonymized","anonymous","EN","1","628fb4c3880a08418cedd2d2","2","2","2","4","","6","1","100","70","100","90","We are to blame the company, largely because their product malfunctioned. The human driver, is also slightly to be blame. One shouldn't fully trust a machine.","2","","","","","","","","","","1","","1","","47","2","","1","70","628fb4c3880a08418cedd2d2"
"2023-10-23 12:33:06","2023-10-23 12:38:11","0","Anonymized","100","304","1","2023-10-23 12:38:11","R_1K8f9ZFG8RU9SR2","","","","","Anonymized","Anonymized","anonymous","EN","1","5e3581ed0082f15283413024","2","2","2","4","6","","","100","0","100","0","Since the car's Autopilot system was turned, the company should be responsible. That's what the human driver is paying for and that's the service/product the the company offers.","2","","","","","","","","","","1","","3","","63","5","","1","0","5e3581ed0082f15283413024"
"2023-10-23 12:29:34","2023-10-23 12:38:12","0","Anonymized","100","517","1","2023-10-23 12:38:12","R_3iyxsvSXLp4fRtz","","","","","Anonymized","Anonymized","anonymous","EN","1","60ba2ffd080107de026041d3","1","2","2","4","","","","","","","","","","","2","1","100","81","100","80","I feel like they're both liable here, the company made claims about their product that were inaccurate, and the driver should pay more attention.","1","1","","3","","33","4","","1","70","60ba2ffd080107de026041d3"
"2023-10-23 12:34:56","2023-10-23 12:38:14","0","Anonymized","100","198","1","2023-10-23 12:38:15","R_1k2qqx7LDBR5Aow","","","","","Anonymized","Anonymized","anonymous","EN","1","60ce89c7357eeffe77fca946","2","2","2","4","5","","","63","96","17","86","I believe both are responsible but the human driver decided to trust the autopilot to look at his phone, and consquently missed the stop sign. ","2","","","","","","","","","","2","","3","","32","4","","1","30","60ce89c7357eeffe77fca946"
"2023-10-23 12:35:09","2023-10-23 12:38:15","0","Anonymized","100","186","1","2023-10-23 12:38:16","R_3OjNS02tmNY83P6","","","","","Anonymized","Anonymized","anonymous","EN","1","63d7d63f02fe0c728604e529","2","2","2","4","","","","","","","","","","","4","1","66","76","76","87","I think both of them are liable. However the human is more liable because the company never claimed 100 percent accuracy. ","1","2","","1","","38","4","","1","35","63d7d63f02fe0c728604e529"
"2023-10-23 12:33:40","2023-10-23 12:38:20","0","Anonymized","100","279","1","2023-10-23 12:38:20","R_87IGHApjjTHkF1L","","","","","Anonymized","Anonymized","anonymous","EN","1","5ea237d872cd2a144b99a177","2","2","2","4","","","","","","","","","","","2","1","54","47","55","49","The company because the human should have been able to look down or what would the point of having the product.","1","1","","3","","40","4","","1","47","5ea237d872cd2a144b99a177"
"2023-10-23 12:32:14","2023-10-23 12:38:20","0","Anonymized","100","365","1","2023-10-23 12:38:21","R_1gchs3XkIidutF4","","","","","Anonymized","Anonymized","anonymous","EN","1","5f3ebd568c429614c0f595e8","2","2","2","4","","","","","","","","","","4","","","60","50","50","50","Both were at fault. The human should not have looked away, but the copilot should have kicked in and taken over. ","1","1","","3","","42","2","","1","30","5f3ebd568c429614c0f595e8"
"2023-10-23 12:34:30","2023-10-23 12:38:28","0","Anonymized","100","238","1","2023-10-23 12:38:29","R_28BxEws7tJJxgp1","","","","","Anonymized","Anonymized","anonymous","EN","1","5f5d25e5b17ec4562931508f","2","2","2","4","","","","","","","","","","5","","","93","25","93","91","Aeon is responsible because stuff like copiloting capabilities shouldn't be skimmed over and those in charge need to understand that those kinds of capabilities take time to master and work on, especially considering the different locales that are present","1","2","","3","","29","1","","2","51","5f5d25e5b17ec4562931508f"
"2023-10-23 12:11:17","2023-10-23 12:38:34","0","Anonymized","100","1636","1","2023-10-23 12:38:34","R_2azCoQIl9Q98JcA","","","","","Anonymized","Anonymized","anonymous","EN","1","5eea479c14742d0ad3e11468","2","2","2","4","","6","1","51","51","51","51","They are both equally liable. The human driver was distracted and the company marketed something that isnt doing what it's supposed to do.","2","","","","","","","","","","1","","4","","34","4","","1","69","5eea479c14742d0ad3e11468"
