"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","ic","prolific_id","att_1","att_2","comp_1","comp_2","auto_1","control_auto_10","hands_off_auto_10","watch_auto_10","nap_auto_10","comp_3","co_1","control_co_10","hands_off_co_10","watch_co_10","nap_co_10","comp_3.1","unsafe_self_10","worried_self_10","unsafe_others_10","worried_others_10","likely_others_10","likely_self_10","concern_others_10","concern_self_10","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","license","ai_knowledge_1","workerID","hitID","assignmentId","TimeVehicleStopped"
"2024-01-02 08:36:52","2024-01-02 08:42:34","0","Anonymized","100","341","1","2024-01-02 08:42:34","R_1fzIXCv1aui4T1D","","","","","Anonymized","Anonymized","anonymous","EN","1","5c9cb0822464d80017c30f0c","2","2","2","4","5","65","30","10","0","1","","","","","","","60","60","40","65","65","65","55","60","2","","3","","36","4","","1","70","","","","17.98"
"2024-01-02 08:38:37","2024-01-02 08:42:38","0","Anonymized","100","241","1","2024-01-02 08:42:38","R_61ngfw2UzebV9l9","","","","","Anonymized","Anonymized","anonymous","EN","1","638f8a0121203e0ddbf80e02","2","2","2","4","","","","","","","6","85","80","82","82","1","82","89","77","87","68","72","86","71","2","","3","","59","3","","1","75","","","","19.32"
"2024-01-02 08:38:55","2024-01-02 08:42:39","0","Anonymized","100","223","1","2024-01-02 08:42:40","R_6YyKEXEtXTUI99n","","","","","Anonymized","Anonymized","anonymous","EN","1","631c9b4575c32ac5a7c51704","2","2","2","4","3","0","31","81","0","2","","","","","","","41","41","30","61","51","40","40","0","1","","3","","27","5","","1","24","","","","10.41"
"2024-01-02 08:39:48","2024-01-02 08:43:15","0","Anonymized","100","207","1","2024-01-02 08:43:16","R_3nTRkPuq47E7285","","","","","Anonymized","Anonymized","anonymous","EN","1","6482f94e03d469a7669bade6","2","2","2","4","4","70","68","65","73","2","","","","","","","34","55","38","32","34","57","40","43","1","","1","","56","6","","1","76","","","",""
"2024-01-02 08:39:39","2024-01-02 08:44:00","0","Anonymized","100","261","1","2024-01-02 08:44:01","R_7hbYRdw5wLYGWNz","","","","","Anonymized","Anonymized","anonymous","EN","1","5e8cf14c0bec230b335e060d","2","2","2","4","","","","","","","6","60","20","30","0","1","100","100","100","100","100","69","100","100","2","","6","Caribbean","48","1","","1","30","","","","19.32"
"2024-01-02 08:38:56","2024-01-02 08:44:01","0","Anonymized","100","305","1","2024-01-02 08:44:02","R_6Wajx0SfD1oACTn","","","","","Anonymized","Anonymized","anonymous","EN","1","6529803fa8425da3fdfe0ff8","2","1","2","4","","","","","","","4","0","0","0","0","2","80","81","100","100","100","81","100","81","4","Nonbinary","3","","35","4","","1","30","","","","17.15"
"2024-01-02 08:33:58","2024-01-02 08:44:02","0","Anonymized","100","603","1","2024-01-02 08:44:02","R_5hEcNUTYlSsXJvh","","","","","Anonymized","Anonymized","anonymous","EN","1","6474b1097dd64a6e3ed25afd","2","2","2","2","4","75","74","66","86","1","","","","","","","75","84","62","62","78","83","58","86","2","","1","","73","4","","1","28","","","","19.32"
"2024-01-02 08:39:17","2024-01-02 08:44:36","0","Anonymized","100","318","1","2024-01-02 08:44:37","R_5PtAhqgyUqZtBZx","","","","","Anonymized","Anonymized","anonymous","EN","1","650065e0f3202d7bba91e031","2","2","2","4","","","","","","","4","80","70","70","60","1","70","70","70","70","70","70","85","65","1","","3","","48","4","","1","40","","","","18.37"
"2024-01-02 08:41:17","2024-01-02 08:45:01","0","Anonymized","100","223","1","2024-01-02 08:45:01","R_3fkAgIBl2w5tYOP","","","","","Anonymized","Anonymized","anonymous","EN","1","64135967ff29aa1d03843e91","2","2","2","4","","","","","","","5","16","41","92","10","1","81","70","67","73","76","69","75","26","1","","3","","25","4","","1","18","","","","7.52"
"2024-01-02 08:39:54","2024-01-02 08:45:05","0","Anonymized","100","310","1","2024-01-02 08:45:05","R_5CBR0yySkFoKu0C","","","","","Anonymized","Anonymized","anonymous","EN","1","5e4cbc5dbe510510b3d585c1","2","2","2","4","5","20","0","4","0","1","","","","","","","91","100","92","100","72","61","83","100","2","","3","","29","4","","1","30","","","","9.16"
"2024-01-02 08:40:08","2024-01-02 08:45:32","0","Anonymized","100","324","1","2024-01-02 08:45:33","R_6qbbcElM4vA3pNc","","","","","Anonymized","Anonymized","anonymous","EN","1","653581ba721c66a086862a3a","2","2","2","4","","","","","","","4","70","60","10","20","1","70","70","61","70","20","30","75","70","2","","2","","18","1","","1","20","","","","18.84"
"2024-01-02 08:40:36","2024-01-02 08:45:49","0","Anonymized","100","312","1","2024-01-02 08:45:49","R_7qVDhh7ETvALS49","","","","","Anonymized","Anonymized","anonymous","EN","1","6450061529d69395e3d05281","2","2","2","4","5","7","0","0","0","1","","","","","","","96","100","83","74","100","62","59","74","2","","3","","38","3","","1","17","","","","16.65"
"2024-01-02 08:41:21","2024-01-02 08:45:51","0","Anonymized","100","269","1","2024-01-02 08:45:51","R_3YsTNG3ExlqBwNb","","","","","Anonymized","Anonymized","anonymous","EN","1","5b1edbdc5e45c000012a9c57","2","2","2","4","5","0","0","0","0","1","","","","","","","70","70","100","100","100","70","100","50","2","","7","","35","4","","1","60","","","","7.32"
"2024-01-02 08:43:50","2024-01-02 08:46:47","0","Anonymized","100","177","1","2024-01-02 08:46:48","R_6BUHr4H2Qv9nhlL","","","","","Anonymized","Anonymized","anonymous","EN","1","5f1e7c6768c1bb8491f39191","2","2","2","4","","","","","","","5","44","31","28","14","2","68","67","59","59","66","55","70","75","2","","3","","21","1","","1","34","","","","17.16"
"2024-01-02 08:42:24","2024-01-02 08:46:52","0","Anonymized","100","268","1","2024-01-02 08:46:53","R_7CTqdgBbDsO5oNZ","","","","","Anonymized","Anonymized","anonymous","EN","1","5a4c530e30adf700015cc7c5","2","2","2","4","6","90","85","0","0","2","","","","","","","91","90","90","89","90","91","91","91","1","","2","","26","3","","1","30","","","","10.85"
"2024-01-02 08:43:05","2024-01-02 08:47:12","0","Anonymized","100","246","1","2024-01-02 08:47:13","R_6kSsX2qiU69bKmH","","","","","Anonymized","Anonymized","anonymous","EN","1","623a852297e9f3cf18936579","2","2","2","4","5","70","80","80","10","1","","","","","","","50","90","90","70","50","30","70","70","1","","3","","59","4","","1","80","","","","11.11"
"2024-01-02 08:45:11","2024-01-02 08:47:40","0","Anonymized","100","148","1","2024-01-02 08:47:40","R_3mPJpjuk84T7w1b","","","","","Anonymized","Anonymized","anonymous","EN","1","5da90151062efc00151a593c","2","2","2","4","3","0","0","0","0","1","","","","","","","100","100","100","100","100","8","100","100","2","","5","","27","3","","1","28","","","","0.67"
"2024-01-02 08:44:29","2024-01-02 08:47:55","0","Anonymized","100","205","1","2024-01-02 08:47:55","R_5gr3eKm9ci30CLn","","","","","Anonymized","Anonymized","anonymous","EN","1","5ddb5ed4a64380abb2907440","2","2","2","4","5","40","43","70","33","1","","","","","","","69","71","68","68","62","73","62","71","2","","1","","28","3","","1","22","","","","9.40"
"2024-01-02 08:41:27","2024-01-02 08:48:51","0","Anonymized","100","444","1","2024-01-02 08:48:52","R_6DMFjac8yeGZsa8","","","","","Anonymized","Anonymized","anonymous","EN","1","655e6197c977aeaeaaf4a808","2","2","2","4","","","","","","","5","40","40","30","30","2","39","60","40","61","60","40","60","39","1","","3","","48","4","","1","70","","","","11.44"
"2024-01-02 08:45:45","2024-01-02 08:49:00","0","Anonymized","100","194","1","2024-01-02 08:49:01","R_1DpHvmpkQPjmbdf","","","","","Anonymized","Anonymized","anonymous","EN","1","6102c1985bc0272a6ac32793","2","2","2","4","6","65","98","81","21","1","","","","","","","59","56","61","87","74","35","72","67","2","","3","","29","4","","1","40","","","","17.87"
"2024-01-02 08:44:19","2024-01-02 08:49:07","0","Anonymized","100","287","1","2024-01-02 08:49:07","R_3ptCSUbUbGgOBPA","","","","","Anonymized","Anonymized","anonymous","EN","1","654913d4c132fb68f318df8b","2","1","2","4","","","","","","","5","60","70","70","0","1","100","100","100","100","50","50","100","100","2","","3","","41","3","","1","30","","","","9.19"
"2024-01-02 08:44:05","2024-01-02 08:49:14","0","Anonymized","100","308","1","2024-01-02 08:49:14","R_33e2NxDF59ETqjj","","","","","Anonymized","Anonymized","anonymous","EN","1","5980128635fbf100017d0861","1","2","2","4","","","","","","","4","45","61","65","34","1","66","83","52","62","70","43","54","82","2","","3","","33","4","","1","39","","","",""
"2024-01-02 08:45:51","2024-01-02 08:49:14","0","Anonymized","100","203","1","2024-01-02 08:49:15","R_7f0DeEMhJ3gAl3n","","","","","Anonymized","Anonymized","anonymous","EN","1","62ae5bba809eb60d54f6abb6","2","2","2","4","4","40","30","20","0","1","","","","","","","38","60","60","70","40","30","60","60","2","","3","","32","3","","1","35","","","","8.65"
"2024-01-02 08:38:25","2024-01-02 08:49:17","0","Anonymized","100","651","1","2024-01-02 08:49:17","R_6fM0Jj2PnNcPyMh","","","","","Anonymized","Anonymized","anonymous","EN","1","644e70a29cba8cc79d738a7a","2","2","2","4","","","","","","","4","75","51","35","15","1","25","30","55","55","54","51","60","65","1","","3","","57","4","","1","35","","","","9.16"
"2024-01-02 08:45:43","2024-01-02 08:50:00","0","Anonymized","100","256","1","2024-01-02 08:50:01","R_7nUtL0KaXuyNTm0","","","","","Anonymized","Anonymized","anonymous","EN","1","6164d593d3783a588b11017b","2","2","2","4","2","0","0","0","0","2","","","","","","","100","100","100","100","51","50","100","100","2","","3","","26","1","","1","9","","","","12.08"
"2024-01-02 08:46:01","2024-01-02 08:50:04","0","Anonymized","100","243","1","2024-01-02 08:50:05","R_195MjwaCOz2M7UG","","","","","Anonymized","Anonymized","anonymous","EN","1","5e176b2163c7a407ce2f02a1","2","2","2","4","5","25","10","0","0","2","","","","","","","61","62","51","61","51","50","51","51","2","","3","","54","4","","1","10","","","","9.74"
"2024-01-02 08:45:52","2024-01-02 08:50:14","0","Anonymized","100","262","1","2024-01-02 08:50:15","R_3hEhVircpy5MF61","","","","","Anonymized","Anonymized","anonymous","EN","1","64a2f68799cfe91aa4f9da77","2","2","2","4","","","","","","","4","50","0","0","0","1","80","100","100","51","51","51","100","100","2","","3","","27","1","","1","39","","","","10.10"
"2024-01-02 08:44:23","2024-01-02 08:50:40","0","Anonymized","100","376","1","2024-01-02 08:50:41","R_3h5yZzL5oTJ5ye7","","","","","Anonymized","Anonymized","anonymous","EN","1","63e5872c841f61b1309e1d18","2","2","2","4","","","","","","","5","0","15","0","0","2","80","90","80","100","25","20","100","10","1","","1","","36","1","","2","0","","","","7.29"
"2024-01-02 08:43:27","2024-01-02 08:51:34","0","Anonymized","100","486","1","2024-01-02 08:51:34","R_3rdbyOwURvUIDJN","","","","","Anonymized","Anonymized","anonymous","EN","1","5e60460125834138aae85307","2","2","2","4","","","","","","","4","66","66","65","66","1","51","66","56","80","79","62","84","62","1","","3","","24","3","","1","70","","","","15.69"
"2024-01-02 08:47:41","2024-01-02 08:51:49","0","Anonymized","100","247","1","2024-01-02 08:51:50","R_5axROkpg0LMrImR","","","","","Anonymized","Anonymized","anonymous","EN","1","5a0f46bb7542890001aa7503","2","2","2","4","","","","","","","3","71","29","65","0","1","31","30","40","39","39","30","40","10","1","","3","","38","4","","1","81","","","","16.58"
"2024-01-02 08:48:17","2024-01-02 08:52:26","0","Anonymized","100","249","1","2024-01-02 08:52:27","R_6axY3VV8AOJ2JZw","","","","","Anonymized","Anonymized","anonymous","EN","1","63dc117ead87f37c5b39218b","2","2","2","4","","","","","","","4","70","50","50","0","1","70","70","70","70","50","50","100","80","2","","3","","58","4","","1","30","","","","19.32"
"2024-01-02 08:46:23","2024-01-02 08:52:28","0","Anonymized","100","364","1","2024-01-02 08:52:28","R_5pcjEZueuhVYJC1","","","","","Anonymized","Anonymized","anonymous","EN","1","6529bcd74ee9e1df2c5061e4","2","2","2","4","5","70","70","20","0","1","","","","","","","70","80","70","80","80","80","80","70","1","","3","","60","5","","1","30","","","","16.34"
"2024-01-02 08:50:04","2024-01-02 08:52:46","0","Anonymized","100","162","1","2024-01-02 08:52:47","R_5hYeQZcvFXUfe2U","","","","","Anonymized","Anonymized","anonymous","EN","1","60fe12b7c9174831176dfe1c","2","2","2","4","","","","","","","4","12","10","7","0","1","99","100","80","100","98","96","78","95","2","","3","","29","7","","1","50","","","","16.86"
"2024-01-02 08:46:19","2024-01-02 08:53:27","0","Anonymized","100","428","1","2024-01-02 08:53:28","R_7mVmSt6U5rJIIz7","","","","","Anonymized","Anonymized","anonymous","EN","1","62ddbd7eb3e9431e49b46ec1","2","2","2","2","","","","","","","4","85","84","68","65","1","70","75","85","46","73","61","92","63","1","","3","","72","6","","1","71","","","","19.32"
"2024-01-02 08:47:13","2024-01-02 08:53:36","0","Anonymized","100","383","1","2024-01-02 08:53:37","R_6o5fq7vuFpb3HC6","","","","","Anonymized","Anonymized","anonymous","EN","1","65668ab9680f02bcfb4d7112","2","2","2","4","4","61","33","0","0","1","","","","","","","70","70","70","70","80","70","70","70","2","","1","","44","3","","1","75","","","","17.29"
"2024-01-02 08:49:25","2024-01-02 08:53:44","0","Anonymized","100","258","1","2024-01-02 08:53:44","R_6hthOsa9HcGY6HN","","","","","Anonymized","Anonymized","anonymous","EN","1","5f579cc797c3ee2607f6e344","2","2","2","4","3","69","0","0","0","1","","","","","","","30","39","90","80","100","40","90","40","2","","5","","28","3","","2","30","","","","17.30"
"2024-01-02 08:50:21","2024-01-02 08:53:59","0","Anonymized","100","218","1","2024-01-02 08:54:00","R_6OSCKLGra5NtrDr","","","","","Anonymized","Anonymized","anonymous","EN","1","5a216247c3e60a0001780c42","2","2","2","4","","","","","","","2","0","10","0","0","1","60","60","100","100","30","25","90","80","2","","3","","32","1","","1","10","","","","6.99"
"2024-01-02 08:51:52","2024-01-02 08:54:10","0","Anonymized","100","137","1","2024-01-02 08:54:11","R_6MnaQD6m2bvOJK4","","","","","Anonymized","Anonymized","anonymous","EN","1","62a8f6b1a7a7e5eb492c0231","2","2","2","4","","","","","","","5","80","70","61","22","1","70","67","72","67","66","65","70","59","1","","3","","32","5","","1","59","","","","17.62"
"2024-01-02 08:47:29","2024-01-02 08:54:11","0","Anonymized","100","402","1","2024-01-02 08:54:12","R_5IQISRrpTfFYBTc","","","","","Anonymized","Anonymized","anonymous","EN","1","6372d1f14a6bd3713c1c0acf","2","2","2","4","4","8","8","4","0","1","","","","","","","81","80","69","72","82","78","83","82","2","","3","","66","4","","1","29","","","","8.76"
"2024-01-02 08:49:05","2024-01-02 08:54:36","0","Anonymized","100","330","1","2024-01-02 08:54:37","R_6NaY0G8H3228PGh","","","","","Anonymized","Anonymized","anonymous","EN","1","60fcd76c99c8e62ed2a25e3f","2","1","1","4","","","","","","","5","72","70","41","0","1","74","85","21","9","92","25","30","90","2","","2","","32","4","","1","24","","","","17.29"
"2024-01-02 08:52:03","2024-01-02 08:54:49","0","Anonymized","100","165","1","2024-01-02 08:54:50","R_51gPPgL01JFhfQq","","","","","Anonymized","Anonymized","anonymous","EN","1","65661c6448e2bdf5ad2d344d","2","2","2","4","","","","","","","5","55","28","57","24","1","75","69","72","77","84","80","80","75","2","","3","","54","4","","1","30","","","","9.17"
"2024-01-02 08:49:15","2024-01-02 08:54:50","0","Anonymized","100","334","1","2024-01-02 08:54:51","R_7r7kXNKbuoL55De","","","","","Anonymized","Anonymized","anonymous","EN","1","5f6008036ce6c010247b4463","2","2","1","4","4","40","50","20","15","1","","","","","","","70","70","30","30","50","50","50","50","2","","2","","24","3","","1","10","","","","10.11"
"2024-01-02 08:51:28","2024-01-02 08:55:00","0","Anonymized","100","211","1","2024-01-02 08:55:01","R_5LSeCOKqGvQKYlE","","","","","Anonymized","Anonymized","anonymous","EN","1","60210277bcd2e700088f531c","2","2","2","4","","","","","","","4","30","30","20","10","1","75","80","81","81","60","50","80","75","1","","3","","26","3","","1","20","","","","18.09"
"2024-01-02 08:50:33","2024-01-02 08:55:04","0","Anonymized","100","270","1","2024-01-02 08:55:05","R_1oZvGgx9v6sYrjn","","","","","Anonymized","Anonymized","anonymous","EN","1","60902a60ea3ad589c907fd20","2","2","1","4","","","","","","","4","40","60","20","0","1","81","51","80","80","51","20","50","40","1","","3","","32","4","","1","20","","","","17.09"
"2024-01-02 08:44:37","2024-01-02 08:55:09","0","Anonymized","100","631","1","2024-01-02 08:55:10","R_1ezwW3x4BOHGq9s","","","","","Anonymized","Anonymized","anonymous","EN","1","5ee8c7fc15b7921df9c2d2a6","2","2","1","4","6","74","28","15","0","2","","","","","","","85","75","99","93","53","83","94","88","1","","4","","21","3","","1","72","","","","16.24"
"2024-01-02 08:50:58","2024-01-02 08:55:33","0","Anonymized","100","275","1","2024-01-02 08:55:34","R_3pcq72ISFqH4Pqw","","","","","Anonymized","Anonymized","anonymous","EN","1","654928f280ce1de092d95294","2","2","2","4","4","30","55","39","0","1","","","","","","","51","58","60","51","62","40","59","64","1","","4","","27","1","","1","62","","","","17.30"
"2024-01-02 08:52:51","2024-01-02 08:55:52","0","Anonymized","100","180","1","2024-01-02 08:55:53","R_5QGf7AGYBBbCWhS","","","","","Anonymized","Anonymized","anonymous","EN","1","5dabd2828a78c7001c59eb82","2","2","1","4","","","","","","","4","25","25","8","3","1","72","77","84","99","77","76","73","83","2","","3","","26","1","","2","0","","","","17.69"
"2024-01-02 08:51:16","2024-01-02 08:55:52","0","Anonymized","100","276","1","2024-01-02 08:55:53","R_3Y5NAhmckZaWaAY","","","","","Anonymized","Anonymized","anonymous","EN","1","5ca8ffbec942ab0016cfe9d2","2","2","2","4","5","72","81","83","70","1","","","","","","","44","39","30","81","28","40","83","40","1","","3","","51","4","","1","9","","","",""
"2024-01-02 08:49:39","2024-01-02 08:56:14","0","Anonymized","100","394","1","2024-01-02 08:56:14","R_3COrzA4EbxuCO2z","","","","","Anonymized","Anonymized","anonymous","EN","1","5e2861fb5c6297029148b635","2","2","2","4","","","","","","","4","44","24","12","0","1","87","83","80","75","46","39","63","87","2","","3","","31","4","","1","9","","","","9.53"
"2024-01-02 08:49:32","2024-01-02 08:56:33","0","Anonymized","100","420","1","2024-01-02 08:56:33","R_5OZVLqgCeMdJ4v7","","","","","Anonymized","Anonymized","anonymous","EN","1","61506367db75b2669d9d2d72","2","2","2","4","5","80","71","18","0","2","","","","","","","79","78","72","68","77","51","75","77","1","","3","","43","4","","1","30","","","","18.38"
"2024-01-02 08:51:35","2024-01-02 08:56:43","0","Anonymized","100","307","1","2024-01-02 08:56:43","R_3jVW6s8Fkp8Merp","","","","","Anonymized","Anonymized","anonymous","EN","1","65467ee154537e62c5870dae","2","2","2","4","6","40","80","10","0","1","","","","","","","71","78","78","100","83","81","88","74","1","","3","","46","3","","1","80","","","","18.17"
"2024-01-02 08:52:51","2024-01-02 08:56:49","0","Anonymized","100","237","1","2024-01-02 08:56:50","R_5RlQ9INomLuSYnH","","","","","Anonymized","Anonymized","anonymous","EN","1","65181fae8a8ef423f9ec80eb","2","2","2","4","","","","","","","5","33","43","16","0","2","71","68","100","100","59","60","100","70","2","","3","","28","4","","1","14","","","","16.70"
"2024-01-02 08:49:50","2024-01-02 08:57:02","0","Anonymized","100","432","1","2024-01-02 08:57:03","R_1o1sFMwWP4ve8JY","","","","","Anonymized","Anonymized","anonymous","EN","1","63d7afa057805bde66a683a6","2","2","2","4","6","0","0","0","0","2","","","","","","","100","100","100","100","100","100","100","100","2","","4","","32","3","","2","0","","","","17.79"
"2024-01-02 08:52:39","2024-01-02 08:57:08","0","Anonymized","100","269","1","2024-01-02 08:57:09","R_18Yx2A0BXedqT4W","","","","","Anonymized","Anonymized","anonymous","EN","1","63d40d346609b5cd9433adb7","2","2","2","4","4","39","31","92","9","1","","","","","","","82","92","81","91","72","62","80","60","2","","3","","33","4","","1","61","","","","16.07"
"2024-01-02 08:52:43","2024-01-02 08:58:18","0","Anonymized","100","334","1","2024-01-02 08:58:18","R_6lXsCWAnB2gGgCQ","","","","","Anonymized","Anonymized","anonymous","EN","1","5e85bd8788ac1c1b7ab8819a","2","2","2","4","3","15","40","40","7","1","","","","","","","81","100","71","100","91","91","100","91","2","","3","","43","5","","1","81","","","","17.24"
"2024-01-02 08:52:52","2024-01-02 08:59:07","0","Anonymized","100","375","1","2024-01-02 08:59:08","R_5KUS7RU0TxMSAkF","","","","","Anonymized","Anonymized","anonymous","EN","1","5d4b14caed2dfc0001a22c1a","2","2","2","4","","","","","","","4","15","25","0","0","1","95","95","65","75","60","88","70","85","2","","3","","40","3","","1","25","","","","11.66"
"2024-01-02 08:56:50","2024-01-02 08:59:11","0","Anonymized","100","141","1","2024-01-02 08:59:12","R_32DscWurOCpmlkx","","","","","Anonymized","Anonymized","anonymous","EN","1","62838cdc775f6094ddf0664b","2","2","2","4","","","","","","","3","62","40","40","38","1","70","70","69","63","72","34","39","73","1","","3","","37","3","","1","17","","","","18.96"
"2024-01-02 08:54:54","2024-01-02 08:59:15","0","Anonymized","100","260","1","2024-01-02 08:59:16","R_3hgbB7eXlna54gV","","","","","Anonymized","Anonymized","anonymous","EN","1","5ef517ab79cf2c15b7452eda","2","2","2","4","5","90","91","59","28","1","","","","","","","39","29","70","70","52","35","70","70","1","","3","","31","7","","1","75","","","",""
"2024-01-02 08:53:10","2024-01-02 08:59:40","0","Anonymized","100","389","1","2024-01-02 08:59:40","R_3G7n5PxdqDVspPF","","","","","Anonymized","Anonymized","anonymous","EN","1","614ca018863895a0b6724719","2","2","2","4","5","31","32","40","15","1","","","","","","","51","41","32","41","46","31","72","30","2","","4","","37","4","","1","10","","","","15.52"
"2024-01-02 08:53:34","2024-01-02 08:59:48","0","Anonymized","100","374","1","2024-01-02 08:59:48","R_3rj5rVy6WntKE9j","","","","","Anonymized","Anonymized","anonymous","EN","1","63d89eb9781fd5479e5c175a","2","2","2","4","","","","","","","4","65","71","70","0","1","0","68","9","62","4","0","72","13","1","","3","","35","6","","1","32","","","","16.81"
"2024-01-02 08:53:54","2024-01-02 08:59:58","0","Anonymized","100","364","1","2024-01-02 08:59:59","R_3NkzAO2nhd9EPBX","","","","","Anonymized","Anonymized","anonymous","EN","1","637aa193015973b5f2ee4dd7","2","2","2","4","","","","","","","2","59","60","10","0","1","10","14","33","14","11","10","46","30","2","","3","","60","4","","1","24","","","","17.48"
"2024-01-02 08:56:24","2024-01-02 09:00:18","0","Anonymized","100","234","1","2024-01-02 09:00:19","R_7thQXi8J9QIzFci","","","","","Anonymized","Anonymized","anonymous","EN","1","604dff87be5115f1266d3963","2","2","2","4","4","0","0","0","0","1","","","","","","","100","100","80","100","80","80","80","100","1","","3","","61","5","","1","30","","","","18.73"
"2024-01-02 08:52:12","2024-01-02 09:00:28","0","Anonymized","100","495","1","2024-01-02 09:00:28","R_5Fa23gOU3h1Oyny","","","","","Anonymized","Anonymized","anonymous","EN","1","5c8f224c9d2bff0001867ce2","2","1","2","4","5","61","95","61","0","1","","","","","","","74","79","47","94","72","21","98","100","1","","3","","38","4","","1","71","","","","11.87"
"2024-01-02 08:55:47","2024-01-02 09:00:36","0","Anonymized","100","288","1","2024-01-02 09:00:36","R_3nWk0cj3AxbL7QR","","","","","Anonymized","Anonymized","anonymous","EN","1","5d88f2c014ae0000010d92a7","2","2","2","4","","","","","","","4","9","9","9","0","1","88","74","63","81","60","71","88","75","2","","3","","73","3","","1","14","","","","18.47"
"2024-01-02 08:52:48","2024-01-02 09:01:06","0","Anonymized","100","497","1","2024-01-02 09:01:06","R_1g2xpGsKsCy1VRF","","","","","Anonymized","Anonymized","anonymous","EN","1","5d391bc980ccd20018ac4006","2","2","2","4","","","","","","","3","61","51","0","0","2","66","90","92","79","93","70","100","90","1","","3","","39","2","","1","71","","","","8.66"
"2024-01-02 08:57:44","2024-01-02 09:01:36","0","Anonymized","100","231","1","2024-01-02 09:01:37","R_7TTCq084vhSdzTb","","","","","Anonymized","Anonymized","anonymous","EN","1","655e0f19a071448095457e46","2","2","2","4","3","33","71","0","20","1","","","","","","","87","83","92","91","99","77","96","76","1","","1","","34","5","","1","40","","","","6.53"
"2024-01-02 08:57:41","2024-01-02 09:01:51","0","Anonymized","100","249","1","2024-01-02 09:01:52","R_70oNPbBdichH9Me","","","","","Anonymized","Anonymized","anonymous","EN","1","62aa26e333b0fca51f65d3ac","2","2","2","4","","","","","","","4","47","47","58","65","1","82","84","78","79","83","75","87","90","2","","2","","31","4","","1","51","","","","17.76"
"2024-01-02 08:57:09","2024-01-02 09:01:59","0","Anonymized","100","289","1","2024-01-02 09:01:59","R_7ptYnA2pW6iAEap","","","","","Anonymized","Anonymized","anonymous","EN","1","60ff2561b4d78d9922d5aaee","2","2","2","4","5","0","0","0","0","1","","","","","","","94","91","100","100","61","95","100","92","2","","3","","23","3","","1","24","","","","11.47"
"2024-01-02 08:57:36","2024-01-02 09:02:27","0","Anonymized","100","290","1","2024-01-02 09:02:28","R_1psornHj9JE4lAY","","","","","Anonymized","Anonymized","anonymous","EN","1","650b65d175b525c21cb96412","2","1","2","4","","","","","","","5","0","29","10","0","1","69","71","71","71","34","35","71","51","2","","5","","32","4","","1","60","","","","9.62"
"2024-01-02 08:58:36","2024-01-02 09:02:29","0","Anonymized","100","233","1","2024-01-02 09:02:29","R_3YX3EgBRkWQhs1y","","","","","Anonymized","Anonymized","anonymous","EN","1","5ee5777de62eb32c84555b3b","2","2","2","4","6","43","25","31","24","1","","","","","","","63","62","78","65","36","34","68","27","1","","3","","30","3","","1","28","","","","17.20"
"2024-01-02 08:55:23","2024-01-02 09:02:40","0","Anonymized","100","436","1","2024-01-02 09:02:40","R_3L0ArzAds6bR7I2","","","","","Anonymized","Anonymized","anonymous","EN","1","65602b114d91f764e2a42ec2","2","2","2","4","5","22","29","0","0","2","","","","","","","87","95","90","71","78","68","100","90","2","","1","","44","4","","1","23","","","","17.07"
"2024-01-02 08:56:24","2024-01-02 09:03:00","0","Anonymized","100","395","1","2024-01-02 09:03:01","R_7dLlYqzHn1ghFD1","","","","","Anonymized","Anonymized","anonymous","EN","1","5d6513f46f5284000118ef1d","2","2","1","4","","","","","","","4","65","50","10","0","1","80","80","80","80","50","50","70","80","1","","3","","24","3","","1","80","","","","8.81"
"2024-01-02 09:00:16","2024-01-02 09:03:05","0","Anonymized","100","169","1","2024-01-02 09:03:06","R_72LeaBqybawki1r","","","","","Anonymized","Anonymized","anonymous","EN","1","6101dd552c4f666180515e70","2","2","2","4","","","","","","","4","61","30","51","1","1","71","71","71","71","82","71","71","63","2","","3","","20","3","","1","52","","","","17.61"
"2024-01-02 08:59:13","2024-01-02 09:03:21","0","Anonymized","100","247","1","2024-01-02 09:03:21","R_66eS9rLlpjPYJBD","","","","","Anonymized","Anonymized","anonymous","EN","1","589ce4d65e63bf00013b3175","2","2","2","4","5","0","0","0","0","1","","","","","","","69","69","61","63","62","66","60","71","2","","3","","29","3","","1","41","","","","16.88"
"2024-01-02 09:00:26","2024-01-02 09:03:45","0","Anonymized","100","198","1","2024-01-02 09:03:45","R_6jC8Uc7ssbbb9Jx","","","","","Anonymized","Anonymized","anonymous","EN","1","5afe053059ae1e00017e6a3c","2","2","2","4","","","","","","","4","32","36","30","0","1","40","40","100","100","100","40","100","100","1","","3","","25","4","","1","40","","","","16.97"
"2024-01-02 09:00:47","2024-01-02 09:03:48","0","Anonymized","100","181","1","2024-01-02 09:03:49","R_7e4Bnb3i7htIt8G","","","","","Anonymized","Anonymized","anonymous","EN","1","60fe7748a8ef9311de5f2fcd","2","2","2","4","4","0","0","0","0","2","","","","","","","83","82","51","51","51","51","51","83","2","","3","","48","5","","1","29","","","","1.27"
